caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,justiceName,vote,opinion,direction,majority,firstAgreement,secondAgreement
1946-035,1946-035-01,1946-035-01-01,1946-035-01-01-01-04,1/13/47,1,329 U.S. 495,67 S. Ct. 385,91 L. Ed. 451,1947 U.S. LEXIS 2966,1946,1301,Vinson,47,"HICKMAN, ADMINISTRATOR, v. TAYLOR ET AL., TRADING AS TAYLOR & ANDERSON TOWING & LIGHTERAGE CO., ET AL.",11/13/46,,145,,116,,1,,,0,109,45,23,,0,3,3,1,1,2,0,0,0,0,50040,5,1,0,4,,4,400,,82,87,1,9,0,80,FFrankfurter,4,1,1,2,84,
1946-035,1946-035-01,1946-035-01-01,1946-035-01-01-01-05,1/13/47,1,329 U.S. 495,67 S. Ct. 385,91 L. Ed. 451,1947 U.S. LEXIS 2966,1946,1301,Vinson,47,"HICKMAN, ADMINISTRATOR, v. TAYLOR ET AL., TRADING AS TAYLOR & ANDERSON TOWING & LIGHTERAGE CO., ET AL.",11/13/46,,145,,116,,1,,,0,109,45,23,,0,3,3,1,1,2,0,0,0,0,50040,5,1,0,4,,4,400,,82,87,1,9,0,79,SFReed,1,1,1,2,,
1946-035,1946-035-01,1946-035-01-01,1946-035-01-01-01-06,1/13/47,1,329 U.S. 495,67 S. Ct. 385,91 L. Ed. 451,1947 U.S. LEXIS 2966,1946,1301,Vinson,47,"HICKMAN, ADMINISTRATOR, v. TAYLOR ET AL., TRADING AS TAYLOR & ANDERSON TOWING & LIGHTERAGE CO., ET AL.",11/13/46,,145,,116,,1,,,0,109,45,23,,0,3,3,1,1,2,0,0,0,0,50040,5,1,0,4,,4,400,,82,87,1,9,0,78,HLBlack,1,1,1,2,,
1946-035,1946-035-01,1946-035-01-01,1946-035-01-01-01-07,1/13/47,1,329 U.S. 495,67 S. Ct. 385,91 L. Ed. 451,1947 U.S. LEXIS 2966,1946,1301,Vinson,47,"HICKMAN, ADMINISTRATOR, v. TAYLOR ET AL., TRADING AS TAYLOR & ANDERSON TOWING & LIGHTERAGE CO., ET AL.",11/13/46,,145,,116,,1,,,0,109,45,23,,0,3,3,1,1,2,0,0,0,0,50040,5,1,0,4,,4,400,,82,87,1,9,0,85,WBRutledge,1,1,1,2,,
1946-035,1946-035-01,1946-035-01-01,1946-035-01-01-01-08,1/13/47,1,329 U.S. 495,67 S. Ct. 385,91 L. Ed. 451,1947 U.S. LEXIS 2966,1946,1301,Vinson,47,"HICKMAN, ADMINISTRATOR, v. TAYLOR ET AL., TRADING AS TAYLOR & ANDERSON TOWING & LIGHTERAGE CO., ET AL.",11/13/46,,145,,116,,1,,,0,109,45,23,,0,3,3,1,1,2,0,0,0,0,50040,5,1,0,4,,4,400,,82,87,1,9,0,82,FMurphy,1,2,1,2,,
1946-035,1946-035-01,1946-035-01-01,1946-035-01-01-01-09,1/13/47,1,329 U.S. 495,67 S. Ct. 385,91 L. Ed. 451,1947 U.S. LEXIS 2966,1946,1301,Vinson,47,"HICKMAN, ADMINISTRATOR, v. TAYLOR ET AL., TRADING AS TAYLOR & ANDERSON TOWING & LIGHTERAGE CO., ET AL.",11/13/46,,145,,116,,1,,,0,109,45,23,,0,3,3,1,1,2,0,0,0,0,50040,5,1,0,4,,4,400,,82,87,1,9,0,87,FMVinson,1,1,1,2,,
1946-036,1946-036-01,1946-036-01-01,1946-036-01-01-01-01,1/13/47,1,329 U.S. 520,67 S. Ct. 405,91 L. Ed. 471,1947 U.S. LEXIS 2967,1946,1301,Vinson,63,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,12/10/46,,249,,384,,1,84,,0,66,17,27,,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,4,5,3,363,,82,87,1,8,1,86,HHBurton,1,1,2,2,,
1946-036,1946-036-01,1946-036-01-01,1946-036-01-01-01-02,1/13/47,1,329 U.S. 520,67 S. Ct. 405,91 L. Ed. 471,1947 U.S. LEXIS 2967,1946,1301,Vinson,63,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,12/10/46,,249,,384,,1,84,,0,66,17,27,,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,4,5,3,363,,82,87,1,8,1,84,RHJackson,1,1,2,2,,
1946-036,1946-036-01,1946-036-01-01,1946-036-01-01-01-03,1/13/47,1,329 U.S. 520,67 S. Ct. 405,91 L. Ed. 471,1947 U.S. LEXIS 2967,1946,1301,Vinson,63,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,12/10/46,,249,,384,,1,84,,0,66,17,27,,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,4,5,3,363,,82,87,1,8,1,81,WODouglas,1,1,2,2,,
1946-036,1946-036-01,1946-036-01-01,1946-036-01-01-01-04,1/13/47,1,329 U.S. 520,67 S. Ct. 405,91 L. Ed. 471,1947 U.S. LEXIS 2967,1946,1301,Vinson,63,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,12/10/46,,249,,384,,1,84,,0,66,17,27,,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,4,5,3,363,,82,87,1,8,1,80,FFrankfurter,2,2,1,1,,
1946-036,1946-036-01,1946-036-01-01,1946-036-01-01-01-05,1/13/47,1,329 U.S. 520,67 S. Ct. 405,91 L. Ed. 471,1947 U.S. LEXIS 2967,1946,1301,Vinson,63,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,12/10/46,,249,,384,,1,84,,0,66,17,27,,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,4,5,3,363,,82,87,1,8,1,79,SFReed,1,1,2,2,,
1946-036,1946-036-01,1946-036-01-01,1946-036-01-01-01-06,1/13/47,1,329 U.S. 520,67 S. Ct. 405,91 L. Ed. 471,1947 U.S. LEXIS 2967,1946,1301,Vinson,63,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,12/10/46,,249,,384,,1,84,,0,66,17,27,,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,4,5,3,363,,82,87,1,8,1,78,HLBlack,1,1,2,2,,
1946-036,1946-036-01,1946-036-01-01,1946-036-01-01-01-07,1/13/47,1,329 U.S. 520,67 S. Ct. 405,91 L. Ed. 471,1947 U.S. LEXIS 2967,1946,1301,Vinson,63,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,12/10/46,,249,,384,,1,84,,0,66,17,27,,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,4,5,3,363,,82,87,1,8,1,85,WBRutledge,1,1,2,2,,
1946-036,1946-036-01,1946-036-01-01,1946-036-01-01-01-08,1/13/47,1,329 U.S. 520,67 S. Ct. 405,91 L. Ed. 471,1947 U.S. LEXIS 2967,1946,1301,Vinson,63,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,12/10/46,,249,,384,,1,84,,0,66,17,27,,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,4,5,3,363,,82,87,1,8,1,82,FMurphy,1,2,2,2,,
1946-036,1946-036-01,1946-036-01-01,1946-036-01-01-01-09,1/13/47,1,329 U.S. 520,67 S. Ct. 405,91 L. Ed. 471,1947 U.S. LEXIS 2967,1946,1301,Vinson,63,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,12/10/46,,249,,384,,1,84,,0,66,17,27,,0,10,2,2,1,2,0,0,0,0,90320,9,2,0,4,5,3,363,,82,87,1,8,1,87,FMVinson,1,1,2,2,,
1946-037,1946-037-01,1946-037-01-01,1946-037-01-01-01-01,1/20/47,1,329 U.S. 531,67 S. Ct. 463,91 L. Ed. 479,1947 U.S. LEXIS 2747,1946,1301,Vinson,80,"PARKER ET AL. v. FLEMING, TEMPORARY CONTROLS ADMINISTRATOR",12/18/46,,241,,389,,1,89,,0,10,,10,,0,10,9,1,1,3,0,1,0,0,90120,9,2,0,5,4,6,600,58 Stat. 632,78,87,1,6,3,86,HHBurton,2,1,1,1,,
1946-037,1946-037-01,1946-037-01-01,1946-037-01-01-01-02,1/20/47,1,329 U.S. 531,67 S. Ct. 463,91 L. Ed. 479,1947 U.S. LEXIS 2747,1946,1301,Vinson,80,"PARKER ET AL. v. FLEMING, TEMPORARY CONTROLS ADMINISTRATOR",12/18/46,,241,,389,,1,89,,0,10,,10,,0,10,9,1,1,3,0,1,0,0,90120,9,2,0,5,4,6,600,58 Stat. 632,78,87,1,6,3,84,RHJackson,1,1,2,2,,
1946-037,1946-037-01,1946-037-01-01,1946-037-01-01-01-03,1/20/47,1,329 U.S. 531,67 S. Ct. 463,91 L. Ed. 479,1947 U.S. LEXIS 2747,1946,1301,Vinson,80,"PARKER ET AL. v. FLEMING, TEMPORARY CONTROLS ADMINISTRATOR",12/18/46,,241,,389,,1,89,,0,10,,10,,0,10,9,1,1,3,0,1,0,0,90120,9,2,0,5,4,6,600,58 Stat. 632,78,87,1,6,3,81,WODouglas,1,1,2,2,,
1946-037,1946-037-01,1946-037-01-01,1946-037-01-01-01-04,1/20/47,1,329 U.S. 531,67 S. Ct. 463,91 L. Ed. 479,1947 U.S. LEXIS 2747,1946,1301,Vinson,80,"PARKER ET AL. v. FLEMING, TEMPORARY CONTROLS ADMINISTRATOR",12/18/46,,241,,389,,1,89,,0,10,,10,,0,10,9,1,1,3,0,1,0,0,90120,9,2,0,5,4,6,600,58 Stat. 632,78,87,1,6,3,80,FFrankfurter,2,1,1,1,,
1946-037,1946-037-01,1946-037-01-01,1946-037-01-01-01-05,1/20/47,1,329 U.S. 531,67 S. Ct. 463,91 L. Ed. 479,1947 U.S. LEXIS 2747,1946,1301,Vinson,80,"PARKER ET AL. v. FLEMING, TEMPORARY CONTROLS ADMINISTRATOR",12/18/46,,241,,389,,1,89,,0,10,,10,,0,10,9,1,1,3,0,1,0,0,90120,9,2,0,5,4,6,600,58 Stat. 632,78,87,1,6,3,79,SFReed,1,1,2,2,,
1946-037,1946-037-01,1946-037-01-01,1946-037-01-01-01-06,1/20/47,1,329 U.S. 531,67 S. Ct. 463,91 L. Ed. 479,1947 U.S. LEXIS 2747,1946,1301,Vinson,80,"PARKER ET AL. v. FLEMING, TEMPORARY CONTROLS ADMINISTRATOR",12/18/46,,241,,389,,1,89,,0,10,,10,,0,10,9,1,1,3,0,1,0,0,90120,9,2,0,5,4,6,600,58 Stat. 632,78,87,1,6,3,78,HLBlack,1,2,2,2,,
1946-037,1946-037-01,1946-037-01-01,1946-037-01-01-01-07,1/20/47,1,329 U.S. 531,67 S. Ct. 463,91 L. Ed. 479,1947 U.S. LEXIS 2747,1946,1301,Vinson,80,"PARKER ET AL. v. FLEMING, TEMPORARY CONTROLS ADMINISTRATOR",12/18/46,,241,,389,,1,89,,0,10,,10,,0,10,9,1,1,3,0,1,0,0,90120,9,2,0,5,4,6,600,58 Stat. 632,78,87,1,6,3,85,WBRutledge,1,1,2,2,,
1946-037,1946-037-01,1946-037-01-01,1946-037-01-01-01-08,1/20/47,1,329 U.S. 531,67 S. Ct. 463,91 L. Ed. 479,1947 U.S. LEXIS 2747,1946,1301,Vinson,80,"PARKER ET AL. v. FLEMING, TEMPORARY CONTROLS ADMINISTRATOR",12/18/46,,241,,389,,1,89,,0,10,,10,,0,10,9,1,1,3,0,1,0,0,90120,9,2,0,5,4,6,600,58 Stat. 632,78,87,1,6,3,82,FMurphy,1,1,2,2,,
1946-037,1946-037-01,1946-037-01-01,1946-037-01-01-01-09,1/20/47,1,329 U.S. 531,67 S. Ct. 463,91 L. Ed. 479,1947 U.S. LEXIS 2747,1946,1301,Vinson,80,"PARKER ET AL. v. FLEMING, TEMPORARY CONTROLS ADMINISTRATOR",12/18/46,,241,,389,,1,89,,0,10,,10,,0,10,9,1,1,3,0,1,0,0,90120,9,2,0,5,4,6,600,58 Stat. 632,78,87,1,6,3,87,FMVinson,2,1,1,1,,
1946-038,1946-038-01,1946-038-01-01,1946-038-01-01-01-01,1/20/47,1,329 U.S. 539,67 S. Ct. 448,91 L. Ed. 485,1947 U.S. LEXIS 2748,1946,1301,Vinson,229,"PATTERSON, SECRETARY OF WAR, ET AL. v. LAMB",1/7/47,,324,,142,,1,24,,0,55,10,32,,0,10,3,2,1,3,0,1,0,0,90120,9,1,0,5,,,,,78,87,1,9,0,86,HHBurton,1,1,1,2,,
1946-038,1946-038-01,1946-038-01-01,1946-038-01-01-01-02,1/20/47,1,329 U.S. 539,67 S. Ct. 448,91 L. Ed. 485,1947 U.S. LEXIS 2748,1946,1301,Vinson,229,"PATTERSON, SECRETARY OF WAR, ET AL. v. LAMB",1/7/47,,324,,142,,1,24,,0,55,10,32,,0,10,3,2,1,3,0,1,0,0,90120,9,1,0,5,,,,,78,87,1,9,0,84,RHJackson,1,1,1,2,,
1946-038,1946-038-01,1946-038-01-01,1946-038-01-01-01-03,1/20/47,1,329 U.S. 539,67 S. Ct. 448,91 L. Ed. 485,1947 U.S. LEXIS 2748,1946,1301,Vinson,229,"PATTERSON, SECRETARY OF WAR, ET AL. v. LAMB",1/7/47,,324,,142,,1,24,,0,55,10,32,,0,10,3,2,1,3,0,1,0,0,90120,9,1,0,5,,,,,78,87,1,9,0,81,WODouglas,1,1,1,2,,
1946-038,1946-038-01,1946-038-01-01,1946-038-01-01-01-04,1/20/47,1,329 U.S. 539,67 S. Ct. 448,91 L. Ed. 485,1947 U.S. LEXIS 2748,1946,1301,Vinson,229,"PATTERSON, SECRETARY OF WAR, ET AL. v. LAMB",1/7/47,,324,,142,,1,24,,0,55,10,32,,0,10,3,2,1,3,0,1,0,0,90120,9,1,0,5,,,,,78,87,1,9,0,80,FFrankfurter,1,1,1,2,,
1946-038,1946-038-01,1946-038-01-01,1946-038-01-01-01-05,1/20/47,1,329 U.S. 539,67 S. Ct. 448,91 L. Ed. 485,1947 U.S. LEXIS 2748,1946,1301,Vinson,229,"PATTERSON, SECRETARY OF WAR, ET AL. v. LAMB",1/7/47,,324,,142,,1,24,,0,55,10,32,,0,10,3,2,1,3,0,1,0,0,90120,9,1,0,5,,,,,78,87,1,9,0,79,SFReed,1,1,1,2,,
1946-038,1946-038-01,1946-038-01-01,1946-038-01-01-01-06,1/20/47,1,329 U.S. 539,67 S. Ct. 448,91 L. Ed. 485,1947 U.S. LEXIS 2748,1946,1301,Vinson,229,"PATTERSON, SECRETARY OF WAR, ET AL. v. LAMB",1/7/47,,324,,142,,1,24,,0,55,10,32,,0,10,3,2,1,3,0,1,0,0,90120,9,1,0,5,,,,,78,87,1,9,0,78,HLBlack,1,2,1,2,,
1946-038,1946-038-01,1946-038-01-01,1946-038-01-01-01-07,1/20/47,1,329 U.S. 539,67 S. Ct. 448,91 L. Ed. 485,1947 U.S. LEXIS 2748,1946,1301,Vinson,229,"PATTERSON, SECRETARY OF WAR, ET AL. v. LAMB",1/7/47,,324,,142,,1,24,,0,55,10,32,,0,10,3,2,1,3,0,1,0,0,90120,9,1,0,5,,,,,78,87,1,9,0,85,WBRutledge,1,1,1,2,,
1946-038,1946-038-01,1946-038-01-01,1946-038-01-01-01-08,1/20/47,1,329 U.S. 539,67 S. Ct. 448,91 L. Ed. 485,1947 U.S. LEXIS 2748,1946,1301,Vinson,229,"PATTERSON, SECRETARY OF WAR, ET AL. v. LAMB",1/7/47,,324,,142,,1,24,,0,55,10,32,,0,10,3,2,1,3,0,1,0,0,90120,9,1,0,5,,,,,78,87,1,9,0,82,FMurphy,1,1,1,2,,
1946-038,1946-038-01,1946-038-01-01,1946-038-01-01-01-09,1/20/47,1,329 U.S. 539,67 S. Ct. 448,91 L. Ed. 485,1947 U.S. LEXIS 2748,1946,1301,Vinson,229,"PATTERSON, SECRETARY OF WAR, ET AL. v. LAMB",1/7/47,,324,,142,,1,24,,0,55,10,32,,0,10,3,2,1,3,0,1,0,0,90120,9,1,0,5,,,,,78,87,1,9,0,87,FMVinson,1,1,1,2,,
1946-039,1946-039-01,1946-039-01-01,1946-039-01-01-01-01,1/20/47,1,329 U.S. 545,67 S. Ct. 451,91 L. Ed. 488,1947 U.S. LEXIS 2962,1946,1301,Vinson,62,"MORRIS v. JONES, DIRECTOR OF INSURANCE",12/9/46,,171,,171,,1,,,0,302,17,300,17,0,10,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,81,87,1,6,3,86,HHBurton,1,1,,2,,
1946-039,1946-039-01,1946-039-01-01,1946-039-01-01-01-02,1/20/47,1,329 U.S. 545,67 S. Ct. 451,91 L. Ed. 488,1947 U.S. LEXIS 2962,1946,1301,Vinson,62,"MORRIS v. JONES, DIRECTOR OF INSURANCE",12/9/46,,171,,171,,1,,,0,302,17,300,17,0,10,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,81,87,1,6,3,84,RHJackson,1,1,,2,,
1946-039,1946-039-01,1946-039-01-01,1946-039-01-01-01-03,1/20/47,1,329 U.S. 545,67 S. Ct. 451,91 L. Ed. 488,1947 U.S. LEXIS 2962,1946,1301,Vinson,62,"MORRIS v. JONES, DIRECTOR OF INSURANCE",12/9/46,,171,,171,,1,,,0,302,17,300,17,0,10,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,81,87,1,6,3,81,WODouglas,1,2,,2,,
1946-039,1946-039-01,1946-039-01-01,1946-039-01-01-01-04,1/20/47,1,329 U.S. 545,67 S. Ct. 451,91 L. Ed. 488,1947 U.S. LEXIS 2962,1946,1301,Vinson,62,"MORRIS v. JONES, DIRECTOR OF INSURANCE",12/9/46,,171,,171,,1,,,0,302,17,300,17,0,10,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,81,87,1,6,3,80,FFrankfurter,2,2,,1,,
1946-039,1946-039-01,1946-039-01-01,1946-039-01-01-01-05,1/20/47,1,329 U.S. 545,67 S. Ct. 451,91 L. Ed. 488,1947 U.S. LEXIS 2962,1946,1301,Vinson,62,"MORRIS v. JONES, DIRECTOR OF INSURANCE",12/9/46,,171,,171,,1,,,0,302,17,300,17,0,10,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,81,87,1,6,3,79,SFReed,1,1,,2,,
1946-039,1946-039-01,1946-039-01-01,1946-039-01-01-01-06,1/20/47,1,329 U.S. 545,67 S. Ct. 451,91 L. Ed. 488,1947 U.S. LEXIS 2962,1946,1301,Vinson,62,"MORRIS v. JONES, DIRECTOR OF INSURANCE",12/9/46,,171,,171,,1,,,0,302,17,300,17,0,10,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,81,87,1,6,3,78,HLBlack,2,1,,1,80,
1946-039,1946-039-01,1946-039-01-01,1946-039-01-01-01-07,1/20/47,1,329 U.S. 545,67 S. Ct. 451,91 L. Ed. 488,1947 U.S. LEXIS 2962,1946,1301,Vinson,62,"MORRIS v. JONES, DIRECTOR OF INSURANCE",12/9/46,,171,,171,,1,,,0,302,17,300,17,0,10,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,81,87,1,6,3,85,WBRutledge,2,1,,1,80,
1946-039,1946-039-01,1946-039-01-01,1946-039-01-01-01-08,1/20/47,1,329 U.S. 545,67 S. Ct. 451,91 L. Ed. 488,1947 U.S. LEXIS 2962,1946,1301,Vinson,62,"MORRIS v. JONES, DIRECTOR OF INSURANCE",12/9/46,,171,,171,,1,,,0,302,17,300,17,0,10,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,81,87,1,6,3,82,FMurphy,1,1,,2,,
1946-039,1946-039-01,1946-039-01-01,1946-039-01-01-01-09,1/20/47,1,329 U.S. 545,67 S. Ct. 451,91 L. Ed. 488,1947 U.S. LEXIS 2962,1946,1301,Vinson,62,"MORRIS v. JONES, DIRECTOR OF INSURANCE",12/9/46,,171,,171,,1,,,0,302,17,300,17,0,10,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,81,87,1,6,3,87,FMVinson,1,1,,2,,
1946-040,1946-040-01,1946-040-01-01,1946-040-01-01-01-01,1/20/47,1,329 U.S. 565,67 S. Ct. 467,91 L. Ed. 504,1947 U.S. LEXIS 2963,1946,1301,Vinson,92,"GARDNER, TRUSTEE, v. NEW JERSEY",12/20/46,,114,,28,35,1,,,0,92,35,23,,0,10,3,1,1,7,0,1,0,0,80030,8,2,0,1,,1,112,,81,87,1,9,0,86,HHBurton,1,1,2,2,,
1946-040,1946-040-01,1946-040-01-01,1946-040-01-01-01-02,1/20/47,1,329 U.S. 565,67 S. Ct. 467,91 L. Ed. 504,1947 U.S. LEXIS 2963,1946,1301,Vinson,92,"GARDNER, TRUSTEE, v. NEW JERSEY",12/20/46,,114,,28,35,1,,,0,92,35,23,,0,10,3,1,1,7,0,1,0,0,80030,8,2,0,1,,1,112,,81,87,1,9,0,84,RHJackson,1,1,2,2,,
1946-040,1946-040-01,1946-040-01-01,1946-040-01-01-01-03,1/20/47,1,329 U.S. 565,67 S. Ct. 467,91 L. Ed. 504,1947 U.S. LEXIS 2963,1946,1301,Vinson,92,"GARDNER, TRUSTEE, v. NEW JERSEY",12/20/46,,114,,28,35,1,,,0,92,35,23,,0,10,3,1,1,7,0,1,0,0,80030,8,2,0,1,,1,112,,81,87,1,9,0,81,WODouglas,1,2,2,2,,
1946-040,1946-040-01,1946-040-01-01,1946-040-01-01-01-04,1/20/47,1,329 U.S. 565,67 S. Ct. 467,91 L. Ed. 504,1947 U.S. LEXIS 2963,1946,1301,Vinson,92,"GARDNER, TRUSTEE, v. NEW JERSEY",12/20/46,,114,,28,35,1,,,0,92,35,23,,0,10,3,1,1,7,0,1,0,0,80030,8,2,0,1,,1,112,,81,87,1,9,0,80,FFrankfurter,1,1,2,2,,
1946-040,1946-040-01,1946-040-01-01,1946-040-01-01-01-05,1/20/47,1,329 U.S. 565,67 S. Ct. 467,91 L. Ed. 504,1947 U.S. LEXIS 2963,1946,1301,Vinson,92,"GARDNER, TRUSTEE, v. NEW JERSEY",12/20/46,,114,,28,35,1,,,0,92,35,23,,0,10,3,1,1,7,0,1,0,0,80030,8,2,0,1,,1,112,,81,87,1,9,0,79,SFReed,1,1,2,2,,
1946-040,1946-040-01,1946-040-01-01,1946-040-01-01-01-06,1/20/47,1,329 U.S. 565,67 S. Ct. 467,91 L. Ed. 504,1947 U.S. LEXIS 2963,1946,1301,Vinson,92,"GARDNER, TRUSTEE, v. NEW JERSEY",12/20/46,,114,,28,35,1,,,0,92,35,23,,0,10,3,1,1,7,0,1,0,0,80030,8,2,0,1,,1,112,,81,87,1,9,0,78,HLBlack,1,1,2,2,,
1946-040,1946-040-01,1946-040-01-01,1946-040-01-01-01-07,1/20/47,1,329 U.S. 565,67 S. Ct. 467,91 L. Ed. 504,1947 U.S. LEXIS 2963,1946,1301,Vinson,92,"GARDNER, TRUSTEE, v. NEW JERSEY",12/20/46,,114,,28,35,1,,,0,92,35,23,,0,10,3,1,1,7,0,1,0,0,80030,8,2,0,1,,1,112,,81,87,1,9,0,85,WBRutledge,1,1,2,2,,
1946-040,1946-040-01,1946-040-01-01,1946-040-01-01-01-08,1/20/47,1,329 U.S. 565,67 S. Ct. 467,91 L. Ed. 504,1947 U.S. LEXIS 2963,1946,1301,Vinson,92,"GARDNER, TRUSTEE, v. NEW JERSEY",12/20/46,,114,,28,35,1,,,0,92,35,23,,0,10,3,1,1,7,0,1,0,0,80030,8,2,0,1,,1,112,,81,87,1,9,0,82,FMurphy,1,1,2,2,,
1946-040,1946-040-01,1946-040-01-01,1946-040-01-01-01-09,1/20/47,1,329 U.S. 565,67 S. Ct. 467,91 L. Ed. 504,1947 U.S. LEXIS 2963,1946,1301,Vinson,92,"GARDNER, TRUSTEE, v. NEW JERSEY",12/20/46,,114,,28,35,1,,,0,92,35,23,,0,10,3,1,1,7,0,1,0,0,80030,8,2,0,1,,1,112,,81,87,1,9,0,87,FMVinson,1,1,2,2,,
1946-041,1946-041-01,1946-041-01-01,1946-041-01-01-01-01,1/20/47,1,329 U.S. 585,67 S. Ct. 398,91 L. Ed. 521,1947 U.S. LEXIS 2863,1946,1301,Vinson,106,UNITED STATES v. THAYER-WEST POINT HOTEL CO.,12/20/46,,27,,241,,1,24,,0,3,,3,,0,12,,2,1,3,0,1,0,0,80060,8,2,0,4,,6,600,28 U.S.C. ß 284,82,87,1,9,0,87,FMVinson,1,1,2,2,,
1946-041,1946-041-01,1946-041-01-01,1946-041-01-01-01-02,1/20/47,1,329 U.S. 585,67 S. Ct. 398,91 L. Ed. 521,1947 U.S. LEXIS 2863,1946,1301,Vinson,106,UNITED STATES v. THAYER-WEST POINT HOTEL CO.,12/20/46,,27,,241,,1,24,,0,3,,3,,0,12,,2,1,3,0,1,0,0,80060,8,2,0,4,,6,600,28 U.S.C. ß 284,82,87,1,9,0,78,HLBlack,1,1,2,2,,
1946-041,1946-041-01,1946-041-01-01,1946-041-01-01-01-03,1/20/47,1,329 U.S. 585,67 S. Ct. 398,91 L. Ed. 521,1947 U.S. LEXIS 2863,1946,1301,Vinson,106,UNITED STATES v. THAYER-WEST POINT HOTEL CO.,12/20/46,,27,,241,,1,24,,0,3,,3,,0,12,,2,1,3,0,1,0,0,80060,8,2,0,4,,6,600,28 U.S.C. ß 284,82,87,1,9,0,79,SFReed,1,1,2,2,,
1946-041,1946-041-01,1946-041-01-01,1946-041-01-01-01-04,1/20/47,1,329 U.S. 585,67 S. Ct. 398,91 L. Ed. 521,1947 U.S. LEXIS 2863,1946,1301,Vinson,106,UNITED STATES v. THAYER-WEST POINT HOTEL CO.,12/20/46,,27,,241,,1,24,,0,3,,3,,0,12,,2,1,3,0,1,0,0,80060,8,2,0,4,,6,600,28 U.S.C. ß 284,82,87,1,9,0,80,FFrankfurter,1,1,2,2,,
1946-041,1946-041-01,1946-041-01-01,1946-041-01-01-01-05,1/20/47,1,329 U.S. 585,67 S. Ct. 398,91 L. Ed. 521,1947 U.S. LEXIS 2863,1946,1301,Vinson,106,UNITED STATES v. THAYER-WEST POINT HOTEL CO.,12/20/46,,27,,241,,1,24,,0,3,,3,,0,12,,2,1,3,0,1,0,0,80060,8,2,0,4,,6,600,28 U.S.C. ß 284,82,87,1,9,0,81,WODouglas,1,1,2,2,,
1946-041,1946-041-01,1946-041-01-01,1946-041-01-01-01-06,1/20/47,1,329 U.S. 585,67 S. Ct. 398,91 L. Ed. 521,1947 U.S. LEXIS 2863,1946,1301,Vinson,106,UNITED STATES v. THAYER-WEST POINT HOTEL CO.,12/20/46,,27,,241,,1,24,,0,3,,3,,0,12,,2,1,3,0,1,0,0,80060,8,2,0,4,,6,600,28 U.S.C. ß 284,82,87,1,9,0,82,FMurphy,1,2,2,2,,
1946-041,1946-041-01,1946-041-01-01,1946-041-01-01-01-07,1/20/47,1,329 U.S. 585,67 S. Ct. 398,91 L. Ed. 521,1947 U.S. LEXIS 2863,1946,1301,Vinson,106,UNITED STATES v. THAYER-WEST POINT HOTEL CO.,12/20/46,,27,,241,,1,24,,0,3,,3,,0,12,,2,1,3,0,1,0,0,80060,8,2,0,4,,6,600,28 U.S.C. ß 284,82,87,1,9,0,84,RHJackson,1,1,2,2,,
